y,Date,y_scaled,t
39660,10/27/2016,0.20889956387080463,0.5211598746081505
89857,10/28/2016,0.4733002549354234,0.5219435736677116
103274,10/29/2016,0.5439710932726545,0.5227272727272727
107572,10/30/2016,0.5666097802498788,0.5235109717868338
107875,10/31/2016,0.5682057602764259,0.524294670846395
110056,11/1/2016,0.579693656111076,0.5250783699059561
133258,11/2/2016,0.701904641510229,0.5258620689655172
124673,11/3/2016,0.6566852074247308,0.5266457680250783
126507,11/4/2016,0.6663453637570318,0.5274294670846394
128639,11/5/2016,0.6775751638118113,0.5282131661442007
104186,11/6/2016,0.5487748351347366,0.5289968652037618
106484,11/7/2016,0.5608790004845879,0.5297805642633229
123718,11/8/2016,0.6516549733476603,0.530564263322884
75883,11/9/2016,0.39969555232496895,0.5313479623824452
111472,11/10/2016,0.587152097423256,0.5321316614420063
105021,11/11/2016,0.5531729979141647,0.5329153605015674
86968,11/12/2016,0.45808313844468324,0.5336990595611285
95679,11/13/2016,0.5039662473927059,0.5344827586206896
113590,11/14/2016,0.5983081558266439,0.5352664576802508
48797,11/15/2016,0.2570265259254577,0.5360501567398119
107831,11/16/2016,0.5679740008006237,0.536833855799373
109418,11/17/2016,0.576333143711944,0.5376175548589341
109802,11/18/2016,0.5783557718643997,0.5384012539184952
98021,11/19/2016,0.5163021722183596,0.5391849529780565
45772,11/20/2016,0.24109306196405622,0.5399686520376176
69754,11/21/2016,0.3674125107978847,0.5407523510971787
72592,11/22/2016,0.38236099698712683,0.5415360501567398
73005,11/23/2016,0.38453637570317933,0.542319749216301
42343,11/24/2016,0.22303162463392537,0.5431034482758621
62444,11/25/2016,0.3289088342498367,0.5438871473354232
65654,11/26/2016,0.3458167414617702,0.5446708463949843
74381,11/27/2016,0.39178412658281186,0.5454545454545454
83300,11/28/2016,0.4387628257800813,0.5462382445141066
30989,11/29/2016,0.16322714535532942,0.5470219435736677
52424,11/30/2016,0.27613088089669846,0.5478056426332288
90239,12/1/2016,0.4753123485662516,0.54858934169279
89092,12/2/2016,0.46927080041295327,0.549373040752351
70853,12/3/2016,0.37320123043212605,0.5501567398119123
71729,12/4/2016,0.3778153509049154,0.5509404388714734
80214,12/5/2016,0.4225080589090449,0.5517241379310345
67187,12/6/2016,0.35389145228915153,0.5525078369905956
76605,12/7/2016,0.40349851463245057,0.5532915360501567
72219,12/8/2016,0.3803963087036218,0.5540752351097179
63950,12/9/2016,0.3368413290352485,0.554858934169279
52716,12/10/2016,0.2776689210542949,0.5556426332288401
41740,12/11/2016,0.21985546636327244,0.5564263322884012
58701,12/12/2016,0.30919347702420835,0.5572100313479624
68858,12/13/2016,0.3626930451088216,0.5579937304075235
71798,12/14/2016,0.3781787919010598,0.5587774294670846
45840,12/15/2016,0.2414512356993869,0.5595611285266457
48288,12/16/16,0.2543454901712913,0.5603448275862069
22363,12/17/16,0.11779175357647009,0.5611285266457681
38459,12/18/16,0.2025735836335672,0.5619122257053292
50405,12/19/16,0.26549628131386555,0.5626959247648903
50408,12/20/16,0.2655120830963066,0.5634796238244514
55746,12/21/16,0.29362872131976486,0.5642633228840125
56441,12/22/16,0.29728946758527697,0.5650470219435737
53318,12/23/16,0.28083981206413416,0.5658307210031348
28033,12/24/16,0.14765712239007225,0.5666144200626959
38209,12/25/16,0.2012567684301456,0.567398119122257
32446,12/26/16,0.17090154436087057,0.5681818181818182
61379,12/27/16,0.32329920148326063,0.5689655172413793
52937,12/28/16,0.27883298569411963,0.5697492163009404
29631,12/29/16,0.1560742051703432,0.5705329153605015
45743,12/30/16,0.2409403114004593,0.5713166144200627
46810,12/31/16,0.24656047868866274,0.5721003134796239
50761,1/1/17,0.26737142616353793,0.572884012539185
21545,1/2/17,0.11348313423087458,0.5736677115987461
25879,1/3/17,0.13631144259739164,0.5744514106583072
69966,1/4/17,0.3685291700903862,0.5752351097178683
52446,1/5/17,0.2762467606345996,0.5760188087774295
48964,1/6/17,0.25790615848134335,0.5768025078369906
23556,1/7/17,0.12407559572719803,0.5775862068965517
22756,1/8/17,0.11986178707624887,0.5783699059561128
35209,1/9/17,0.18545498598908625,0.579153605015674
46216,1/10/17,0.243431725765333,0.5799373040752351
